6503847741	6602223518	
6503847741	16172452200	
6503847741	16242518600	
6503847741	55056077900	
6503847741	55463373900	
6503859081	7103362655	
6503859081	35074982400	
6503859081	56191388700	
6503859081	57192621218	
6503859081	57194645680	
6503902387	7005888348	
6503902387	15764778300	
6503902387	15841801100	
6503902387	22948082500	
6503902603	6602155654	
6503902603	6701718271	
6503902603	7005985255	
6503902603	8522444500	
6503902603	35447556000	
6503902603	55367352900	
6503902603	56875852900	
6503902603	57087372200	
6503913524	6505989773	
6503913524	6507373460	
6503913524	6603615501	
6503913524	6701459707	
6503913524	7004036402	
6503913524	7005327306	
6503913524	7006338821	
6503913524	7006598190	
6503913524	7102875119	
6503913524	8709529600	
6503913524	16025842200	
6503913524	23391940700	
6503913524	24278364800	
6503913524	34975087600	
6503913524	45361213900	
6503913524	55504093500	
6503918629	6505848825	
6503918629	6507339722	
6503918629	6603606774	
6503918629	7004219172	
6503918629	7005251750	
6503918629	8918036400	
6503918629	8933656600	
6503918629	56252881900	
6503923072	7003725116	
6503923072	7004255206	
6503923072	7004517839	
6503923072	23098086600	
6503923072	56253764600	
6503931047	6506014040	
6503931047	6603651653	
6503931047	7003408026	
6503931047	7801351215	
6503931047	14045610700	
6503931047	36047173900	
6503934477	6507801571	
6503934477	7004310052	
6503934477	7201538867	
6503934477	9747577100	
6503944530	6507669111	
6503944530	7004380628	
6503944530	7005832728	
6503944530	7006354808	
6503944530	7103328699	
6503944530	7202999369	
6503944530	15758035400	
6503944530	19933371000	
6503944530	36864169400	
6504003856	7003540668	
6504003856	7403606156	
6504003856	27168981200	
6504003856	36673180400	
6504003856	55855433800	
6504033240	7202971338	
6504033240	56231379200	
6504044810	7006597013	
6504044810	14056841600	
6504044810	14060986300	
6504044810	36523886800	
6504044810	55700301000	
6504054103	6701565526	
6504054103	7006144006	
6504054103	15750017400	
6504054103	34573798100	
6504054103	35602188100	
6504054103	36730176000	
6504054103	45460933500	
6504063605	7103322006	
6504063605	7404476130	
6504063605	26642868300	
6504063605	55245322100	
6504063605	55547116496	
6504066604	6603839350	
6504066604	7007020869	
6504066604	7101739565	
6504066604	7401978133	
6504066604	12139067300	
6504066604	12139488400	
6504066604	36665030200	
6504066604	55652121800	
6504066604	56088217100	
6504067096	6603293650	
6504067096	6701599643	
6504067096	6701648378	
6504067096	7003830651	
6504067096	7006064936	
6504067096	12780741800	
6504067096	20734251100	
6504067096	20735001900	
6504081296	6507532242	
6504081296	6602332270	
6504081296	6603637620	
6504081296	6603905757	
6504081296	56013689500	
6504081932	6508292523	
6504081932	7003352240	
6504081932	7006357059	
6504081932	7006612603	
6504081932	7102839169	
6504081932	7103175808	
6504081932	7202481278	
6504081932	7401929916	
6504081932	7403319589	
6504081932	13807166900	
6504081932	14054152800	
6504081932	14054872000	
6504081932	14058309900	
